,Color,Year of car manufacture,Length,price,Width,Brand Name,Transmission type,Seats,Body type,city,Car model,kilometer driven,Insurance Validity_value,Fuel type,Number of previous owners,Engine Displacement_value(cc)
187,Others,2015,3995mm,459999.99999999994,1706mm,Tata,Manual,5.0,Sedan,chennai,Tata Zest,80000,Third Party insurance,Diesel,1,1248
188,Silver,2018,3695mm,513999.99999999994,1655,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Celerio,25219,Comprehensive,Petrol,2,998
189,Silver,2014,3840mm,508000.0,1735mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Swift,64409,Third Party,Diesel,3,1248
190,Blue,2018,3994mm,865000.0,1811mm,Tata,Manual,5.0,SUV,chennai,Tata Nexon,52000,Comprehensive,Diesel,1,1497
191,Blue,2018,4490 mm,855000.0000000001,1730 mm,Maruti,Automatic,5.0,Sedan,chennai,Maruti Ciaz,30000,Comprehensive,Petrol,2,1462
192,Blue,2020,5255mm,11800000.0,1871mm,Mercedes-Benz,Automatic,5.0,Sedan,chennai,Mercedes-Benz S-Class,14000,Comprehensive,Diesel,1,2925
193,Blue,2019,3995 mm,925000.0,1770 mm,Hyundai,Manual,5.0,SUV,chennai,Hyundai Venue,48574,Comprehensive,Diesel,1,1396
194,MET ECRU BEIGE,2012,4420 mm,509999.99999999994,1695 mm,Honda,Automatic,5.0,Sedan,chennai,Honda City,71423,Comprehensive,Petrol,1,1497
195,Silver,2020,5063mm,5700000.0,1860mm,Mercedes-Benz,Automatic,5.0,Sedan,chennai,Mercedes-Benz E-Class,30000,Comprehensive,Diesel,1,1950
196,White,2013,3595mm,350000.0,1495mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Wagon R,75498,Comprehensive,Petrol,1,998
197,White,2017,4440mm,630000.0,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda City,95963,Third Party insurance,Petrol,1,1497
198,Blue,2015,3599mm,409999.99999999994,1495mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Wagon R,46613,Comprehensive,Petrol,1,998
199,Red,2017,3999mm,725000.0,1734mm,Honda,Manual,5.0,SUV,chennai,Honda WR-V,30000,Third Party insurance,Petrol,1,1199
200,Black,2015,3990mm,466000.0,1680mm,Honda,Manual,5.0,Sedan,chennai,Honda Amaze,18722,Comprehensive,Petrol,1,1198
201,White,2023,4315mm,1864000.0,1800mm,Kia,Automatic,5.0,SUV,chennai,Kia Seltos,5593,Comprehensive,Petrol,1,1353
202,Gray,2017,4388mm,2700000.0,2019mm,Audi,Automatic,5.0,SUV,chennai,Audi Q3,40000,Third Party insurance,Diesel,1,1968
203,Blue,2021,3695mm,503000.0,1655,Maruti,Manual,5.0,Hatchback,chennai,Maruti Celerio,20875,Third Party,Petrol,1,998
204,Black,2018,3679mm,309000.0,1579mm,Renault,Manual,5.0,Hatchback,chennai,Renault KWID,46436,Third Party,Petrol,2,799
205,Silver,2016,4440mm,640000.0,1695mm,Honda,Automatic,5.0,Sedan,chennai,Honda City,127672,Third Party insurance,Petrol,1,1497
206,Green,2021,3995 mm,841000.0,1770 mm,Hyundai,Manual,5.0,SUV,chennai,Hyundai Venue,12814,Third Party,Petrol,1,1197
207,Blue,2022,4661mm,1889999.9999999998,1894mm,Tata,Manual,7.0,SUV,chennai,Tata New Safari,26000,Third Party,Diesel,1,1956
208,Silver,2011,3585mm,288000.0,1595mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i10,45851,Comprehensive,Petrol,1,1197
209,Blue,2021,3995 mm,940000.0,1770 mm,Hyundai,Manual,5.0,SUV,chennai,Hyundai Venue,36349,Comprehensive,Petrol,1,998
210,Grey,2018,3971mm,844999.9999999999,1682mm,Volkswagen,Automatic,5.0,Hatchback,chennai,Volkswagen Polo,35000,Comprehensive,Petrol,1,1197
211,Blue,2021,4661mm,2055999.9999999998,1894mm,Tata,Automatic,7.0,SUV,chennai,Tata New Safari,17059,Comprehensive,Diesel,1,1956
212,White,2019,4922 mm,7700000.0,2218 mm,BMW,Automatic,5.0,SUV,chennai,BMW X5,37000,Comprehensive,Diesel,1,2993
213,Grey,2016,3599mm,400000.0,1495mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Wagon R,48163,Comprehensive,Petrol,2,998
214,Others,2013,3995mm,425000.0,1695mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Swift Dzire,40000,Third Party insurance,Petrol,3,1197
215,Others,2008,4150 mm,200000.0,1620 mm,Tata,Manual,5.0,Sedan,chennai,Tata Indigo,150000,Third Party insurance,Diesel,2,1405
216,Gray,2020,3971mm,750000.0,1682mm,Volkswagen,Manual,5.0,Hatchback,chennai,Volkswagen Polo,20000,Third Party insurance,Petrol,1,999
217,White,2019,4270mm,1689999.9999999998,1780mm,Hyundai,Automatic,5.0,SUV,chennai,Hyundai Creta,47000,Comprehensive,Diesel,1,1582
218,Red,2013,3585mm,310000.0,1595mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i10,112711,Comprehensive,Petrol,1,1197
219,Brown,2020,4795mm,3900000.0,1855mm,Toyota,Automatic,7.0,SUV,chennai,Toyota Fortuner,53000,Comprehensive,Diesel,1,2755
220,Red,2016,3695mm,437000.0,1655,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Celerio,65895,Comprehensive,Petrol,2,998
221,White,2022,3995 mm,1026000.0,1821 mm,Mahindra,Automatic,5.0,SUV,chennai,Mahindra XUV300,15625,Comprehensive,Petrol,1,1197
222,Grey,2015,3840mm,560000.0,1735mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Swift,107595,Third Party insurance,Diesel,1,1248
223,Red,2017,3700mm,532000.0,1690mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Ignis,23838,Comprehensive,Petrol,1,1197
224,Red,2015,3530mm,323000.0,1490,Maruti,Manual,5.0,Hatchback,chennai,Maruti Alto K10,28975,Third Party,Petrol,1,998
225,Red,2018,3999mm,770000.0,1734mm,Honda,Manual,5.0,SUV,chennai,Honda WR-V,30742,Third Party insurance,Petrol,1,1199
226,Silver,2022,3565,492000.0,1520,Maruti,Manual,5.0,Hatchback,chennai,Maruti S-Presso,10363,Comprehensive,Petrol,1,998
227,Others,2015,4440mm,650000.0,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda City,100000,Third Party insurance,Petrol,1,1497
228,Silver,2016,4440mm,633000.0,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda City,75555,Comprehensive,Petrol,1,1497
229,Silver,2018,4270mm,982000.0,1780mm,Hyundai,Manual,5.0,SUV,chennai,Hyundai Creta,60929,Third Party insurance,Petrol,2,1591
230,White,2009,4886mm,1350000.0,2184mm,BMW,Automatic,5.0,SUV,chennai,BMW X5,78000,Comprehensive,Diesel,2,2993
231,Others,2017,3995mm,900000.0,1790mm,Maruti,Manual,5.0,SUV,chennai,Maruti Vitara Brezza,120000,Third Party insurance,Diesel,1,1248
232,Silver,2014,3990mm,370000.0,1680mm,Honda,Manual,5.0,Sedan,chennai,Honda Amaze,143185,Comprehensive,Diesel,1,1498
233,Blue,2017,4490mm,620000.0,1730mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Ciaz,115434,Comprehensive,Petrol,1,1373
234,Blue,2018,3700mm,480000.0,1690,Maruti,Manual,5.0,Hatchback,chennai,Maruti Ignis,43000,Third Party insurance,Petrol,1,1197
235,Red,2015,3610mm,430000.0,1680mm,Honda,Manual,5.0,Hatchback,chennai,Honda Brio,63309,Third Party insurance,Petrol,1,1198
236,Others,2015,3840mm,500000.0,1735mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Swift,150000,Third Party insurance,Diesel,1,1248
237,White,2019,5219mm,7600000.0,2142mm,BMW,Automatic,5.0,Sedan,chennai,BMW 7 Series,53000,Comprehensive,Diesel,1,2993
238,Blue,2019,3995mm,790000.0,1745mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Baleno,39386,Third Party insurance,Petrol,1,1197
239,White,2018,5091mm,5200000.0,2158mm,BMW,Automatic,4.0,Sedan,chennai,BMW 6 Series,42000,Comprehensive,Diesel,1,2993
240,Blue,2021,3991mm,776000.0,1739,Renault,Automatic,7.0,MUV,chennai,Renault Triber,29257,Comprehensive,Petrol,1,999
241,Silver,2017,3995mm,702000.0,1745mm,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Baleno,61829,Comprehensive,Petrol,1,1197
242,Grey,2014,3545mm,290000.0,1515mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Alto K10,83901,Comprehensive,Petrol,1,998
243,Silver,2014,3695mm,383000.0,1655,Maruti,Manual,5.0,Hatchback,chennai,Maruti Celerio,33295,Third Party insurance,Petrol,1,998
244,Blue,2015,3695mm,411000.00000000006,1655,Maruti,Manual,5.0,Hatchback,chennai,Maruti Celerio,33610,Comprehensive,Petrol,1,998
245,Grey,2014,4490mm,615000.0,1730mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Ciaz,95600,Comprehensive,Diesel,1,1248
246,Silver,2018,3746mm,515000.00000000006,1647mm,Tata,Manual,5.0,Hatchback,chennai,Tata Tiago,20960,Comprehensive,Petrol,1,1199
247,Blue,2016,4709mm,2575000.0,1827mm,BMW,Automatic,5.0,Sedan,chennai,BMW 3 Series,66000,Comprehensive,Diesel,1,1995
248,White,2015,3985mm,507000.0,1734mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20,85105,Third Party insurance,Petrol,2,1197
249,Blue,2016,3495mm,322000.0,1550mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai EON,44519,Third Party,Petrol,2,814
250,Grey,2017,3995mm,575000.0,1745mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Baleno,54024,Comprehensive,Petrol,1,1197
251,Red,2020,3995mm,850000.0,1745mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Baleno,20027,Comprehensive,Petrol,1,1197
252,Blue,2019,4933mm,3700000.0,2086mm,Audi,Automatic,5.0,Sedan,chennai,Audi A6,44000,Comprehensive,Diesel,1,1968
253,Black,2014,4385mm,1800000.0,2019mm,Audi,Automatic,5.0,SUV,chennai,Audi Q3,58000,Comprehensive,Diesel,1,1968
254,Red,2013,3990mm,425000.0,1680mm,Honda,Manual,5.0,Sedan,chennai,Honda Amaze,67905,Comprehensive,Diesel,1,1498
255,Grey,2017,3995mm,650000.0,1745mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Baleno,62604,Third Party insurance,Petrol,1,1197
256,Others,2009,"4,580 mm",750000.0,"1,770 mm",Toyota,Manual,7.0,MUV,chennai,Toyota Innova,120000,Third Party insurance,Diesel,1,2494
257,Grey,2014,3990mm,450000.0,1680mm,Honda,Manual,5.0,Sedan,chennai,Honda Amaze,105781,Comprehensive,Diesel,1,1498
258,Red,2017,4490mm,720000.0,1730mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Ciaz,68724,Third Party insurance,Petrol,1,1373
259,Grey,2014,3715mm,425000.0,1635mm,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Celerio,67000,Comprehensive,Petrol,1,998
260,Red,2010,3585mm,235000.0,1595mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i10,110273,Comprehensive,Petrol,2,1197
261,Red,2016,3715mm,437000.0,1635mm,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Celerio,65628,Comprehensive,Petrol,2,998
262,Grey,2014,3971mm,409999.99999999994,1682mm,Volkswagen,Manual,5.0,Hatchback,chennai,Volkswagen Polo,106075,Third Party insurance,Petrol,1,1198
263,Blue,2022,3700mm,731000.0,1690,Maruti,Manual,5.0,Hatchback,chennai,Maruti Ignis,6023,Comprehensive,Petrol,1,1197
264,Red,2018,3746mm,501999.99999999994,1647mm,Tata,Manual,5.0,Hatchback,chennai,Tata Tiago,38999,Comprehensive,Petrol,2,1199
265,Silver,2018,4735mm,2050000.0,1830mm,Toyota,Manual,7.0,MUV,chennai,Toyota Innova Crysta,105000,Comprehensive,Diesel,1,2393
266,Black,2022,4661mm,1963000.0,1894mm,Tata,Automatic,7.0,SUV,chennai,Tata New Safari,7811,Comprehensive,Diesel,1,1956
267,COPPER,2011,3620mm,222000.00000000003,1475mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Alto K10,58747,Comprehensive,Petrol,2,998
268,White,2019,4598 mm,1497000.0,1894 mm,Tata,Manual,5.0,SUV,chennai,Tata Harrier,34965,Comprehensive,Diesel,1,1956
269,Blue,2015,3999mm,529000.0,1765mm,Ford,Manual,5.0,SUV,chennai,Ford Ecosport,106360,Comprehensive,Diesel,2,1498
270,Grey,2010,3775mm,210000.0,1680mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Ritz,162049,Comprehensive,Petrol,2,1197
271,Blue,2020,4924mm,7450000.0,2157mm,Mercedes-Benz,Automatic,5.0,SUV,chennai,Mercedes-Benz GLE,30000,Comprehensive,Diesel,1,1950
272,Blue,2021,3995,975000.0,1790,Toyota,Manual,5.0,SUV,chennai,Toyota Urban cruiser,26000,Comprehensive,Petrol,1,1462
273,White,2020,4315mm,1450000.0,1800mm,Kia,Automatic,5.0,SUV,chennai,Kia Seltos,25000,Comprehensive,Petrol,1,1497
274,Blue,2021,4658mm,6200000.0,1890mm,Mercedes-Benz,Automatic,5.0,SUV,chennai,Mercedes-Benz GLC,35000,Comprehensive,Diesel,1,1950
275,Grey,2020,3840mm,595000.0,1735mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Swift,57000,Comprehensive,Petrol,1,1197
276,White,2017,4270mm,767000.0,1780mm,Hyundai,Manual,5.0,SUV,chennai,Hyundai Creta,49000,Third Party insurance,Petrol,1,1591
277,Red,2022,3995mm,825000.0,1775mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20,30000,Comprehensive,Petrol,1,1197
278,Others,2002,3610 mm,45000.0,1645 mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai Santro,120000,Third Party insurance,Petrol,3,1086
279,Others,2014,3585mm,335000.0,1595mm,Hyundai,Automatic,5.0,Hatchback,chennai,Hyundai i10,40000,Third Party insurance,Petrol,3,1197
280,Orange,2015,3955mm,558000.0,1694mm,Honda,Automatic,5.0,Hatchback,chennai,Honda Jazz,53250,Comprehensive,Petrol,1,1199
281,Black,2022,3765mm,649000.0,1677,Tata,Manual,5.0,Hatchback,chennai,Tata Tiago,8848,Third Party,Petrol,1,1199
282,Black,2022,4598mm,2250000.0,1894mm,Tata,Automatic,5.0,SUV,chennai,Tata Harrier,3000,Comprehensive,Diesel,1,1956
283,Red,2021,4413mm,1110000.0,1699mm,Skoda,Manual,5.0,Sedan,chennai,Skoda Rapid,34628,Third Party,Petrol,1,999
284,Silver,2022,3700mm,672000.0,1690,Maruti,Manual,5.0,Hatchback,chennai,Maruti Ignis,8579,Third Party,Petrol,1,1197
285,White,2022,3991mm,675000.0,1739,Renault,Manual,7.0,MUV,chennai,Renault Triber,17000,Comprehensive,Petrol,1,999
286,Brown,2017,4440mm,795000.0,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda City,40021,Third Party insurance,Petrol,1,1497
287,White,2021,5207mm,11299999.999999998,2157mm,Mercedes-Benz,Automatic,7.0,SUV,chennai,Mercedes-Benz GLS,52000,Comprehensive,Diesel,1,2925
288,Red,2017,3985mm,587000.0,1734mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20,46946,Comprehensive,Petrol,2,1197
289,Silver,2019,3955 mm,807000.0,1694 mm,Honda,Automatic,5.0,Hatchback,chennai,Honda Jazz,30772,Comprehensive,Petrol,1,1199
290,Red,2012,3795mm,260000.0,1680mm,Ford,Manual,5.0,Hatchback,chennai,Ford Figo,74008,Comprehensive,Diesel,1,1399
291,Blue,2017,3995mm,760000.0,1735mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Swift Dzire,31000,Comprehensive,Diesel,1,1248
292,Others,2022,3995mm,1070000.0,1745mm,Mahindra,Manual,7.0,SUV,chennai,Mahindra Bolero,20000,Third Party insurance,Diesel,1,1493
293,Others,2020,3995mm,650000.0,1745mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Baleno,20000,Third Party insurance,Petrol,2,1197
294,Orange,2020,3565,520000.0,1520,Maruti,Automatic,5.0,Hatchback,chennai,Maruti S-Presso,31137,Third Party insurance,Petrol,1,998
295,Others,2011,4160mm,350000.0,1690mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Swift Dzire,90000,Third Party insurance,Diesel,1,1248
296,White,2015,4270mm,875000.0,1780mm,Hyundai,Manual,5.0,SUV,chennai,Hyundai Creta,77000,Comprehensive,Petrol,1,1591
297,White,2019,4824mm,4350000.0,1828mm,BMW,Automatic,5.0,Sedan,chennai,BMW 3 Series GT,16000,Comprehensive,Diesel,1,1995
298,Red,2018,4585mm,1450000.0,1890mm,Mahindra,Automatic,7.0,SUV,chennai,Mahindra XUV500,23000,Comprehensive,Diesel,1,2179
299,Black,2022,3985mm,1725000.0,1855mm,Mahindra,Manual,4.0,SUV,chennai,Mahindra Thar,9000,Comprehensive,Petrol,1,1997
300,White,2018,3429mm,302000.0,1560mm,Datsun,Manual,5.0,Hatchback,chennai,Datsun RediGO,28733,Third Party insurance,Petrol,1,799
301,White,2018,4440mm,1060000.0,1729mm,Hyundai,Automatic,5.0,Sedan,chennai,Hyundai Verna,61828,Zero Dep,Diesel,1,1582
302,Others,2007,"4,580 mm",600000.0,"1,770 mm",Toyota,Manual,8.0,MUV,chennai,Toyota Innova,150000,Third Party insurance,Diesel,2,2494
303,Maroon,2022,3993mm,722000.0,1677,Tata,Manual,5.0,Sedan,chennai,Tata Tigor,60431,Comprehensive,Petrol,1,1199
304,Blue,2018,3715mm,463000.0,1635mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Celerio X,53269,Comprehensive,Petrol,1,998
305,White,2021,4655mm,1770000.0,1835mm,MG,Automatic,5.0,SUV,chennai,MG Hector,38000,Comprehensive,Petrol,1,1451
306,Silver,2019,3995mm,627000.0,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda Amaze,37778,Third Party insurance,Petrol,2,1199
307,Grey,2017,3995mm,575000.0,1745mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Baleno,54024,Third Party insurance,Petrol,1,1197
308,Silver,2018,3994mm,658000.0,1811mm,Tata,Manual,5.0,SUV,chennai,Tata Nexon,85941,Third Party insurance,Petrol,2,1198
309,Orange,2018,3715mm,476999.99999999994,1635mm,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Celerio X,89329,Comprehensive,Petrol,1,998
310,Others,2019,3746mm,500000.0,1647mm,Tata,Manual,5.0,Hatchback,chennai,Tata Tiago,40000,Third Party insurance,Petrol,2,1199
311,White,2017,3840mm,650000.0,1735mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Swift,17000,Comprehensive,Petrol,1,1197
312,Blue,2017,3700mm,455000.0,1690mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Ignis,83887,Comprehensive,Petrol,1,1197
313,Others,2015,3995mm,475000.0,1760mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20 Active,150000,Third Party insurance,Diesel,1,1396
314,White,2021,4735,2800000.0,1830,Toyota,Automatic,7.0,MUV,chennai,Toyota Innova Crysta,39000,Comprehensive,Diesel,1,2393
315,Grey,2018,4440mm,975000.0,1729mm,Hyundai,Automatic,5.0,Sedan,chennai,Hyundai Verna,23000,Comprehensive,Petrol,1,1591
316,White,2017,4440mm,750000.0,1729mm,Hyundai,Manual,5.0,Sedan,chennai,Hyundai Verna,80000,Third Party insurance,Petrol,1,1591
317,Golden,2016,3715mm,484999.99999999994,1635mm,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Celerio,34000,Comprehensive,Petrol,1,998
318,Blue,2017,3715mm,459999.99999999994,1635mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Celerio,29973,Comprehensive,Petrol,1,998
319,Others,2021,4549mm,1265000.0,1748mm,Honda,Manual,5.0,Sedan,chennai,Honda City,30000,Third Party insurance,Petrol,1,1498
320,White,2016,3995mm,567000.0,1760mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20 Active,80805,Comprehensive,Diesel,2,1396
321,Silver,2020,3746mm,619000.0,1647mm,Tata,Manual,5.0,Hatchback,chennai,Tata Tiago,26235,Comprehensive,Petrol,1,1199
322,White,2017,4440mm,630000.0,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda City,95963,Third Party insurance,Petrol,0,1497
323,Red,2018,4270mm,835000.0,1780mm,Hyundai,Manual,5.0,SUV,chennai,Hyundai Creta,83294,Comprehensive,Petrol,1,1591
324,White,2021,4655mm,1703000.0,1835mm,MG,Manual,5.0,SUV,chennai,MG Hector,17963,Third Party,Diesel,2,1956
325,Grey,2019,3995mm,635000.0,1745mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Baleno,102696,Comprehensive,Petrol,1,1197
326,Red,2019,3985mm,635000.0,1734mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20,57206,Comprehensive,Diesel,2,1396
327,Others,2013,3795mm,300000.0,1680mm,Ford,Manual,5.0,Hatchback,chennai,Ford Figo,120000,Third Party insurance,Diesel,2,1399
328,Red,2017,3985mm,657000.0,1734mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20,81829,Comprehensive,Petrol,1,1197
329,Red,2014,3695mm,390000.0,1655,Maruti,Manual,5.0,Hatchback,chennai,Maruti Celerio,54395,Third Party,Petrol,2,998
330,Others,2019,3992mm,620000.0,1677mm,Tata,Manual,5.0,Sedan,chennai,Tata Tigor,50000,Third Party insurance,Diesel,1,1047
331,Others,2017,3995mm,465000.00000000006,1682mm,Volkswagen,Manual,5.0,Sedan,chennai,Volkswagen Ameo,70000,Third Party insurance,Petrol,2,1198
332,White,2015,3985mm,590000.0,1734mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20,36000,Comprehensive,Petrol,1,1197
333,Silver,2016,4955mm,950000.0,1800mm,Isuzu,Manual,7.0,SUV,chennai,Isuzu MU 7,125000,Comprehensive,Diesel,2,2999
334,Red,2018,4630mm,2150000.0,2032mm,Mercedes-Benz,Automatic,5.0,Sedan,chennai,Mercedes-Benz CLA,75000,Comprehensive,Diesel,2,2143
335,White,2018,5075mm,4600000.0,2065mm,Mercedes-Benz,Automatic,5.0,Sedan,chennai,Mercedes-Benz E-Class,45007,Comprehensive,Diesel,1,1950
336,TITANIUM,2016,3995mm,490000.00000000006,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda Amaze,49617,Comprehensive,Petrol,1,1199
337,Red,2016,4265mm,620000.0,1695mm,Toyota,Manual,5.0,Sedan,chennai,Toyota Etios,57782,Comprehensive,Petrol,1,1496
338,White,2015,4833mm,1950000.0,1817mm,Skoda,Automatic,5.0,Sedan,chennai,Skoda Superb,38000,Comprehensive,Diesel,1,1968
339,Others,2008,4841mm,680000.0,1846mm,BMW,Automatic,5.0,Sedan,chennai,BMW 5 Series,110000,Third Party insurance,Diesel,3,2993
340,Brown,2018,3955mm,594000.0,1694mm,Honda,Manual,5.0,Hatchback,chennai,Honda Jazz,22066,Third Party,Petrol,2,1199
341,White,2016,3985mm,536000.0,1734mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai i20,65707,Comprehensive,Petrol,1,1197
342,Silver,2015,3715mm,365000.0,1635mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Celerio,89488,Third Party insurance,Petrol,1,998
343,Blue,2017,3700mm,544000.0,1690mm,Maruti,Automatic,5.0,Hatchback,chennai,Maruti Ignis,88663,Comprehensive,Petrol,2,1197
344,Silver,2020,3746mm,566000.0,1647mm,Tata,Manual,5.0,Hatchback,chennai,Tata Tiago,31679,Comprehensive,Petrol,1,1199
345,Blue,2013,3765mm,420000.0,1660mm,Hyundai,Manual,5.0,Hatchback,chennai,Hyundai Grand i10,68178,Comprehensive,Petrol,1,1197
346,Red,2017,4440mm,748000.0,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda City,61279,Comprehensive,Petrol,2,1497
347,Silver,2021,3995mm,880000.0000000001,1695mm,Honda,Manual,5.0,Sedan,chennai,Honda Amaze,8963,Comprehensive,Petrol,1,1199
348,Silver,2017,3995mm,616000.0,1735mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Swift Dzire,80281,Third Party insurance,Petrol,1,1197
349,White,2020,4655mm,1554000.0,1835mm,MG,Manual,5.0,SUV,chennai,MG Hector,50580,Third Party,Petrol,1,1451
350,Blue,2014,4097mm,2100000.0,1789mm,Mini,Automatic,5.0,Hatchback,chennai,Mini Cooper,21000,Comprehensive,Petrol,1,1598
351,Blue,2016,4388mm,2175000.0,2019mm,Audi,Automatic,5.0,SUV,chennai,Audi Q3,55000,Comprehensive,Diesel,1,1968
352,Silver,2018,4819mm,4200000.0,2141mm,Mercedes-Benz,Automatic,5.0,SUV,chennai,Mercedes-Benz GLE,70000,Third Party insurance,Diesel,2,2143
353,Blue,2019,4663mm,4300000.0,2140mm,Audi,Automatic,5.0,SUV,chennai,Audi Q5,58000,Comprehensive,Petrol,1,1984
354,Grey,2018,4390mm,725000.0,1699mm,Volkswagen,Manual,5.0,Sedan,chennai,Volkswagen Vento,65224,Comprehensive,Petrol,1,1598
355,Others,2010,3715mm,275000.0,1680mm,Maruti,Manual,5.0,Hatchback,chennai,Maruti Ritz,120000,Third Party insurance,Petrol,1,1197
356,Brown,2018,4886mm,5750000.0,1938mm,BMW,Automatic,5.0,SUV,chennai,BMW X5,42001,Comprehensive,Diesel,1,2993
357,Blue,2017,3995mm,635000.0,1695mm,Maruti,Manual,5.0,Sedan,chennai,Maruti Swift Dzire,30316,Comprehensive,Petrol,1,1197
358,Brown,2013,4879mm,1800000.0,1854mm,Mercedes-Benz,Automatic,5.0,Sedan,chennai,Mercedes-Benz E-Class,64000,Comprehensive,Diesel,3,2143
359,Silver,2015,4635mm,1900000.0,2097mm,Volvo,Automatic,5.0,Sedan,chennai,Volvo S60,40000,Comprehensive,Diesel,1,1984
360,Silver,2017,3845mm,509999.99999999994,1735,Maruti,Manual,5.0,Hatchback,chennai,Maruti Swift,100526,Comprehensive,Petrol,1,1197
361,Silver,2021,3845mm,817000.0,1735,Maruti,Manual,5.0,Hatchback,chennai,Maruti Swift,17273,Comprehensive,Petrol,1,1197
362,White,2018,4300mm,850000.0,1785mm,Maruti,Manual,5.0,SUV,chennai,Maruti SX4 S Cross,107737,Third Party insurance,Diesel,1,1248
363,Orange,2016,3999mm,539000.0,1765mm,Ford,Manual,5.0,SUV,chennai,Ford Ecosport,111586,Comprehensive,Petrol,2,1499
